name,geoid,state_name,county_name,city_name,median_household_income,median_household_income_moe,average_household_income,average_household_income_moe,per_capita_income,per_capita_income_moe,percent_of_households_with_incomes_200000_or_more,percent_of_households_with_incomes_200000_or_more,householder_under_25_years,householder_under_25_years_moe,householder_25_to_44_years,householder_25_to_44_years_moe,householder_45_to_64_years,householder_45_to_64_years_moe,householder_65_years_and_over,householder_65_years_and_over_moe,hhi_total,hhi_lt_25k,hhi_25k_to_49k,hhi_50k_to_749k,hhi_75k_to_999k,hhi_100k_to_1490k,hhi_150k_to_1999k,hhi_200k_or_more
99166,86000US99166,Washington,Ferry; Okanogan,Curlew Lake; Pine Grove; Republic; Torboy,42970,4922,62666,9894,28128,3858,0.039,0.024,18611,13870,42727,18354,60625,29913,42903,4201,1359,474,323,180,124,172,33,53
99167,86000US99167,Washington,Stevens,,44063,13689,58306,21963,28905,8899,0.008,0.018,-1,-1,43750,30950,55000,25524,38942,14646,251,81,68,37,41,21,1,2
99169,86000US99169,Washington,Adams; Lincoln; Whitman,Ritzville,48899,3884,58664,4615,27107,2123,0.013,0.009,40000,3682,59500,20083,53864,11237,29917,10409,1091,274,290,225,142,105,41,14
99170,86000US99170,Washington,Spokane; Whitman,Malden; Rosalia,51905,6490,64693,6632,27600,3196,0.007,0.01,-1,-1,58750,34509,63750,24272,42625,8977,406,88,99,58,60,93,5,3
99171,86000US99171,Washington,Whitman,St. John,56029,4766,62639,5748,27835,2948,0.004,0.006,-1,-1,57143,6664,61923,10153,44107,5797,508,107,101,164,51,62,21,2
99173,86000US99173,Washington,Stevens,Springdale,34889,12106,44593,6761,17624,2981,0,0.053,-1,-1,-1,-1,-1,-1,26202,9825,642,239,136,127,105,33,2,0
99174,86000US99174,Washington,Whitman,Steptoe,-1,-1,58596,21565,25043,9203,0,0.628,-1,-1,-1,-1,98000,26998,26250,25754,24,8,4,1,9,2,0,0
99176,86000US99176,Washington,Whitman,,43906,22039,74553,40329,38193,17348,0.065,0.108,-1,-1,41563,34969,-1,-1,43750,16980,77,7,35,16,9,3,2,5
99179,86000US99179,Idaho; Washington,Nez Perce; Whitman,Uniontown,78571,26519,114179,29041,36975,9601,0.084,0.062,-1,-1,80000,44586,96000,41438,57813,35424,178,17,27,42,25,33,19,15
99180,86000US99180,Washington,Pend Oreille,Cusick,46818,19025,72702,10977,26512,3802,0.041,0.043,-1,-1,42778,23394,69044,11816,40714,25151,466,80,165,106,24,42,30,19
99181,86000US99181,Washington,Stevens,Valley,45833,9278,74111,18057,30883,7011,0.077,0.071,-1,-1,74583,49324,51492,9984,36343,4474,712,182,202,141,30,61,41,55
99185,86000US99185,Washington,Lincoln,Wilbur,52250,13831,69667,11416,29845,4553,0.059,0.049,-1,-1,75625,30153,82841,23509,45875,18178,538,136,115,81,97,63,14,32
99201,86000US99201,Washington,Spokane,Spokane,30388,5774,49424,6243,27710,3609,0.025,0.015,19671,12309,38294,6798,23305,4904,29817,7948,6983,3069,1528,982,691,347,191,175
99202,86000US99202,Washington,Spokane,Spokane; Spokane Valley,39857,3152,54292,4037,21164,1462,0.012,0.008,23190,13917,52021,5935,35901,10569,29792,9949,7534,2711,1708,1261,788,634,339,93
99203,86000US99203,Washington,Spokane,Spokane,76543,3023,109800,6268,47266,2634,0.11,0.018,40591,12735,91236,7943,89545,10020,57321,5770,9051,1023,1834,1513,1256,1509,916,1000
99204,86000US99204,Washington,Spokane,Spokane,36280,3963,51987,7199,27798,3824,0.021,0.021,27333,15109,42391,15295,29677,10677,29412,20969,3482,1194,969,650,218,264,113,74
99205,86000US99205,Washington,Spokane,Spokane; Town and Country,53205,2336,64159,2852,27136,1224,0.02,0.008,44286,12495,57102,2782,58702,6892,41616,3867,18221,3340,5128,4461,2648,1833,445,366
99206,86000US99206,Washington,Spokane,Millwood; Spokane Valley,58853,3068,71342,3154,28676,1170,0.036,0.009,30938,6955,62074,8231,73844,7426,37359,5304,15374,2900,3858,2593,2334,2435,704,550
99207,86000US99207,Washington,Spokane,Spokane,41401,2329,50179,5934,20392,1951,0.004,0.005,33105,9138,46990,2549,40841,6035,31412,2463,12204,3362,4113,2571,1259,744,101,54
99208,86000US99208,Washington,Spokane,Country Homes; Fairwood; Mead; Spokane; Town and Country,62587,2616,81148,3219,32660,1294,0.045,0.01,35754,5250,68679,5732,82793,6253,43323,4783,21836,3919,4813,4140,2918,3485,1578,983
99212,86000US99212,Washington,Spokane,Millwood; Spokane; Spokane Valley,54518,5694,71763,5151,30869,2323,0.025,0.009,43750,25533,56923,10018,64688,12172,39258,7686,8729,1601,2403,1636,1370,1038,465,216
99216,86000US99216,Washington,Spokane,Spokane Valley,47180,2617,60380,3766,26331,1457,0.017,0.008,37237,4894,51587,6645,59907,7170,33947,5098,10886,2559,3231,2092,1481,1086,255,182
99217,86000US99217,Washington,Spokane,Mead; Spokane,55145,4824,76063,6374,29473,2521,0.049,0.017,-1,-1,57038,11836,64022,5637,40833,4342,6805,1351,1729,1449,853,824,267,332
99218,86000US99218,Washington,Spokane,Country Homes; Fairwood; Spokane; Town and Country,45689,4791,68186,7124,26085,2414,0.023,0.011,24271,6702,48852,17627,67847,10869,42983,6514,6189,1500,1785,912,799,747,304,142
99223,86000US99223,Washington,Spokane,Spokane,71771,3304,97920,5861,41199,2554,0.083,0.013,30875,16001,71343,10282,94966,6374,57066,6799,13517,2171,2655,2207,1969,2345,1052,1118
99224,86000US99224,Washington,Spokane,Airway Heights; Spokane,64455,3835,92404,7798,38447,3298,0.08,0.019,30574,11092,71114,9060,93281,13690,45015,3836,8964,1433,2139,1490,1011,1603,575,713
99301,86000US99301,Washington,Franklin,Pasco; West Pasco,64311,2504,80888,3168,25657,1054,0.049,0.011,36676,9521,66225,5073,73599,6488,52031,4333,23938,3495,5287,5018,3218,4358,1388,1174
99320,86000US99320,Washington,Benton,Benton City; Richland; West Richland,63075,6738,74710,5063,29284,2204,0.028,0.012,51023,21655,58750,12563,74327,9710,51087,5722,3739,488,797,1001,553,611,186,103
99321,86000US99321,Washington,Grant,,-1,-1,-1,-1,6094,4929,0,0.273,-1,-1,-1,-1,-1,-1,-1,-1,107,0,107,0,0,0,0,0
99322,86000US99322,Washington,Klickitat,Bickleton,50625,26842,106241,72296,45826,31748,0.058,0.071,-1,-1,-1,-1,69375,45896,47500,20402,103,12,39,20,12,5,9,6
99323,86000US99323,Washington,Walla Walla,Burbank,72536,11351,85631,8529,29045,4228,0.037,0.03,-1,-1,68092,16218,103906,39262,53603,19078,1303,65,359,262,180,264,125,48
99324,86000US99324,Washington,Walla Walla,College Place; Garrett; Walla Walla,53083,7517,65958,6657,26591,2511,0.018,0.013,-1,-1,66797,7686,70750,30085,37199,7005,3759,801,996,570,513,614,198,67
99326,86000US99326,Washington,Adams; Franklin,Connell; Mesa,57747,9583,58596,7524,13891,2171,0,0.026,-1,-1,51161,15265,71969,16074,51458,30950,1334,329,227,336,320,70,52,0
99328,86000US99328,Washington,Columbia,Dayton,55048,10392,84118,16773,37211,7412,0.062,0.027,38977,12346,67500,11442,71587,22565,42941,9546,1635,391,330,281,218,244,70,101
99329,86000US99329,Washington,Walla Walla,Dixie,50625,17128,58044,13787,24232,6682,0,0.401,-1,-1,-1,-1,51875,22982,63750,28139,59,17,12,8,13,7,2,0
99330,86000US99330,Washington,Franklin,,50727,13936,45940,12756,14937,3734,0,0.104,-1,-1,52023,32130,14760,12063,56328,11520,320,99,45,121,55,0,0,0
99333,86000US99333,Washington,Adams; Whitman,,-1,-1,59735,60268,25490,12223,0.176,0.281,-1,-1,-1,-1,-1,-1,-1,-1,17,10,2,0,2,0,0,3
99335,86000US99335,Washington,Adams; Franklin,Kahlotus,50769,7727,53940,9395,20233,3477,0,0.283,-1,-1,48750,13979,50625,25087,51250,36385,102,19,28,35,11,9,0,0
99336,86000US99336,Washington,Benton,Kennewick; Richland,49973,2920,61847,3130,23669,1216,0.027,0.009,35948,10593,49989,3455,64058,8857,40154,7126,18815,4842,4570,3870,2608,1938,484,503
99337,86000US99337,Washington,Benton,Finley; Kennewick,74158,2475,84479,3145,30237,1129,0.045,0.011,39420,14027,87573,4213,86679,9163,56773,4362,11260,1512,1837,2404,1822,2418,764,503
99338,86000US99338,Washington,Benton,Kennewick; Richland,114429,5813,136749,11305,46780,3854,0.168,0.036,37071,12588,116513,16198,138185,13479,69598,14843,5580,359,535,765,804,1412,768,937
99341,86000US99341,Washington,Adams,Lind,57438,10522,60811,8263,23343,3923,0,0.112,-1,-1,83750,58680,61125,17305,46786,12233,295,53,70,91,31,45,5,0
99343,86000US99343,Washington,Benton; Franklin,Basin City; Mesa,63052,21535,75810,11636,18575,3956,0.025,0.029,-1,-1,55585,18751,92619,9128,-1,-1,839,16,300,146,224,121,11,21
99344,86000US99344,Washington,Adams; Franklin; Grant,Hatton; Othello,51114,5141,67112,7030,19106,1923,0.024,0.012,39236,16394,43773,8593,68632,9240,52031,7839,4941,1171,1234,1013,625,591,188,119
99345,86000US99345,Washington,Benton,,-1,-1,90939,22334,34223,7323,0.068,0.074,-1,-1,116250,64476,102813,37357,45750,4444,44,1,17,5,2,9,7,3
99346,86000US99346,Washington,Benton,,64479,14989,56040,11693,23585,3640,0,0.147,-1,-1,70833,69036,52841,46935,64792,26436,219,52,29,72,37,29,0,0
99347,86000US99347,Washington,Columbia; Garfield; Whitman,Pomeroy,54688,10595,59512,5866,26115,2496,0.015,0.014,-1,-1,64038,23374,69167,14928,42679,13041,991,193,274,230,153,121,5,15
99348,86000US99348,Washington,Columbia; Walla Walla,Prescott,54722,12686,67169,13924,23126,4779,0.026,0.019,47750,30476,53056,26372,63958,7221,48125,9856,468,93,130,164,31,26,12,12
99349,86000US99349,Washington,Adams; Grant,Desert Aire; Mattawa,58024,7617,65621,6497,16815,2004,0.023,0.024,48854,26212,50392,9096,75651,11716,50833,21348,2216,212,590,716,402,200,45,51
99350,86000US99350,Washington,Benton; Klickitat; Yakima,Prosser,57973,4199,70555,7194,26236,2983,0.035,0.026,23651,9515,61429,10360,62778,12274,41860,7455,4897,1051,999,1242,534,716,183,172
99352,86000US99352,Washington,Benton,Kennewick; Richland; West Richland,81410,6103,105547,4635,43272,1964,0.113,0.016,54375,15356,91719,16529,108382,11429,54375,5390,12877,1302,2401,2282,1392,2686,1359,1455
99353,86000US99353,Washington,Benton,Richland; West Richland,102021,6250,111352,6057,37474,2487,0.107,0.021,35375,31314,103941,6537,122266,8307,58590,10786,5342,423,820,655,714,1380,781,569
99354,86000US99354,Washington,Benton,Richland,73369,6127,90089,3678,35680,1591,0.064,0.013,31773,8712,68853,6314,103341,9919,67375,5567,9175,1272,1751,1663,1173,1787,943,586
99356,86000US99356,Washington,Klickitat,Roosevelt,62917,25725,73733,21680,26431,10189,0,0.397,-1,-1,-1,-1,84583,31880,38750,33764,60,8,10,17,13,5,7,0
99357,86000US99357,Washington,Adams; Grant,Royal City,51806,10199,67245,7844,17763,2266,0.01,0.014,-1,-1,51417,6874,64028,20325,35694,16870,1031,129,354,258,79,142,59,10
99359,86000US99359,Washington,Columbia; Franklin,Starbuck,35278,14895,54253,28011,34885,15866,0.053,0.087,-1,-1,-1,-1,-1,-1,35556,26508,94,37,32,2,9,0,9,5
99360,86000US99360,Washington,Walla Walla,Touchet,85096,12023,117914,38530,35411,6347,0.103,0.079,250001,-1,81310,11856,102333,15914,58750,13713,555,50,80,102,86,104,76,57
99361,86000US99361,Washington,Columbia; Walla Walla,Dixie; Waitsburg,69118,11374,82850,10618,33849,4760,0.061,0.033,-1,-1,78333,29647,73125,16211,62500,13028,750,160,121,136,127,123,37,46
99362,86000US99362,Oregon; Washington,Umatilla; Walla Walla,College Place; Garrett; Walla Walla; Walla Walla East,56665,3556,76776,3854,29512,1531,0.047,0.011,23561,3984,66080,3904,67457,5595,46179,4991,15717,3356,3681,2941,1717,2429,851,742
99363,86000US99363,Washington,Walla Walla,Wallula,38011,21018,34322,10415,8572,5067,0,0.319,-1,-1,-1,-1,-1,-1,51250,27117,87,29,40,18,0,0,0,0
99371,86000US99371,Washington,Adams; Franklin,Washtucna,53750,6060,59984,8658,24260,4108,0,0.23,-1,-1,55625,40362,55625,14306,52500,10780,132,24,35,36,18,13,6,0
99401,86000US99401,Washington,Asotin,,67917,61939,85386,24358,23950,7536,0,0.179,-1,-1,-1,-1,83750,60903,62743,26597,176,9,20,69,13,65,0,0
99402,86000US99402,Washington,Asotin,Asotin,55595,7215,77500,12902,36260,5246,0.067,0.051,-1,-1,105526,40002,62361,50824,40278,12730,608,145,115,128,35,102,42,41
99403,86000US99403,Washington,Asotin; Garfield,Asotin; Clarkston; Clarkston Heights-Vineland; West Clarkston-Highland,53079,3493,69846,4525,29496,1897,0.027,0.011,36875,7253,57368,6524,64525,14498,45007,4326,8338,1612,2381,1475,1199,1092,355,224
