name,geoid,state_name,county_name,city_name,median_household_income,median_household_income_moe,average_household_income,average_household_income_moe,per_capita_income,per_capita_income_moe,percent_of_households_with_incomes_200000_or_more,percent_of_households_with_incomes_200000_or_more,householder_under_25_years,householder_under_25_years_moe,householder_25_to_44_years,householder_25_to_44_years_moe,householder_45_to_64_years,householder_45_to_64_years_moe,householder_65_years_and_over,householder_65_years_and_over_moe,hhi_total,hhi_lt_25k,hhi_25k_to_49k,hhi_50k_to_749k,hhi_75k_to_999k,hhi_100k_to_1490k,hhi_150k_to_1999k,hhi_200k_or_more
98447,86000US98447,Washington,Pierce,Parkland,-1,-1,-1,-1,7982,4435,-0.01,-0.01,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
98465,86000US98465,Washington,Pierce,Tacoma,55588,13530,79124,10591,36290,4351,0.047,0.021,-1,-1,73242,15207,46583,21421,57692,16865,3126,733,769,387,309,622,159,147
98466,86000US98466,Washington,Pierce,Fircrest; Tacoma; University Place,66966,5033,88003,5781,36671,2397,0.066,0.014,32500,19933,69631,6901,88264,8891,51921,4529,11915,1684,2484,2440,1925,1804,788,790
98467,86000US98467,Washington,Pierce,Fircrest; Steilacoom; Tacoma; University Place,69337,5995,92271,8127,36740,3509,0.089,0.026,58077,14891,68210,13812,95893,25052,60574,5407,6044,1097,1082,1085,688,1074,479,539
98498,86000US98498,Washington,Pierce,Lakewood; McChord AFB; Steilacoom,67201,3832,85888,4881,34745,2215,0.051,0.015,42274,11532,65656,8020,78468,9224,63605,6497,11277,1411,2215,2770,1541,2110,657,573
98499,86000US98499,Washington,Pierce,Lakewood; McChord AFB; Parkland; Tacoma; University Place,42665,1923,59726,3227,25684,1451,0.024,0.008,34803,8158,45021,4562,46513,6366,36695,4489,13173,3546,3947,2226,1401,1365,373,315
98501,86000US98501,Washington,Thurston,Lacey; Olympia; Tumwater,74558,5322,91805,4213,37788,1758,0.077,0.013,43611,12969,70901,5747,93188,9136,57919,3381,17413,2840,2856,3040,2550,3238,1552,1337
98502,86000US98502,Washington,Thurston,Olympia; Tumwater,69326,6978,92565,5598,38565,2259,0.088,0.017,40625,13644,58542,8400,94967,8132,62646,8275,14290,2632,2796,2204,2039,2443,917,1259
98503,86000US98503,Washington,Thurston,Lacey; Olympia; Tanglewilde,65536,2611,75995,3556,30680,1434,0.028,0.009,34318,21840,72117,4268,73218,6081,49124,5099,15810,2409,3621,3269,2616,2651,803,441
98506,86000US98506,Washington,Thurston,Olympia,70180,5066,87849,4893,40476,2291,0.058,0.015,28086,5251,76788,7807,79120,11790,53673,8624,7666,1200,1545,1349,1073,1469,582,448
98512,86000US98512,Washington,Thurston,Olympia; Tumwater,76294,4296,92179,4124,38164,1571,0.064,0.013,46479,8635,81038,9682,91335,6590,54209,5749,12316,1650,2165,2254,1940,2282,1235,790
98513,86000US98513,Washington,Pierce; Thurston,Lacey; Nisqually Indian Community,76620,4129,91342,4061,34556,1824,0.054,0.012,51532,6157,76667,10703,91769,7911,63523,4065,13381,1327,2213,3017,2242,2941,912,729
98516,86000US98516,Washington,Pierce; Thurston,Lacey; Olympia; Tanglewilde,80258,4911,100261,6255,39704,2298,0.087,0.021,47794,11206,89453,11266,86056,16775,75469,9801,10079,1113,1793,1660,1593,2117,930,873
98520,86000US98520,Washington,Grays Harbor,Aberdeen; Aberdeen Gardens; Central Park; Cosmopolis; Junction City; Markham; Westport,50849,3534,64976,4143,23294,1603,0.028,0.01,-1,-1,58829,11086,57579,7165,36754,5514,8193,2249,1784,1710,872,1046,304,228
98524,86000US98524,Washington,Mason; Pierce,Allyn; Grapeview; Vaughn,83659,24407,90201,14797,31634,4792,0.072,0.063,-1,-1,72181,46663,95000,21400,66250,24447,1491,322,133,265,206,329,128,108
98526,86000US98526,Washington,Grays Harbor,Amanda Park,48750,16987,56875,11820,22054,5612,0,0.349,-1,-1,53333,21575,58750,15609,22083,13048,76,18,21,17,7,11,2,0
98527,86000US98527,Washington,Pacific,Bay Center,29911,28064,41265,12321,22083,5691,0,0.208,-1,-1,-1,-1,-1,-1,-1,-1,149,61,48,15,18,7,0,0
98528,86000US98528,Washington,Kitsap; Mason; Pierce,Allyn; Belfair,57235,5476,76890,10033,29169,3752,0.048,0.032,51897,25003,58188,14694,61719,19038,55934,5930,4109,598,987,1020,480,540,287,197
98530,86000US98530,Washington,Thurston,Bucoda,51250,3250,53478,8562,18847,3727,0,0.139,-1,-1,54107,30050,41071,14422,-1,-1,234,71,34,70,42,13,4,0
98531,86000US98531,Washington,Lewis; Thurston,Centralia; Fords Prairie; Grand Mound,47874,3619,62722,3474,25106,1345,0.026,0.009,38523,8445,50880,5794,56750,6677,42283,4778,10183,2621,2638,1874,1384,1041,365,260
98532,86000US98532,Washington,Lewis; Pacific,Centralia; Chehalis; Napavine; Pe Ell,62547,4272,76079,3355,29437,1416,0.034,0.011,41000,1899,71566,7246,76935,7204,41682,1931,9134,1737,2035,1547,1340,1602,561,312
98533,86000US98533,Washington,Lewis; Thurston,,54714,16969,61292,11579,32973,4517,0,0.161,-1,-1,-1,-1,75750,46665,54179,8965,198,13,55,65,51,14,0,0
98535,86000US98535,Washington,Grays Harbor,Copalis Beach; Ocean City,-1,-1,50485,21684,23492,8286,0,0.094,-1,-1,-1,-1,73087,49427,-1,-1,355,164,49,82,7,53,0,0
98536,86000US98536,Washington,Grays Harbor,Copalis Beach,34125,25866,29393,14197,21453,8148,0,0.419,-1,-1,-1,-1,-1,-1,34125,25866,54,14,40,0,0,0,0,0
98537,86000US98537,Washington,Grays Harbor; Lewis; Pacific,Aberdeen; Cosmopolis; Junction City,56250,8425,67320,7841,27092,3463,0.03,0.025,-1,-1,67000,9848,64444,31089,38125,14163,855,123,237,206,130,110,23,26
98538,86000US98538,Washington,Cowlitz; Lewis,,51389,13550,69593,13067,26618,5786,0.035,0.037,-1,-1,78750,43577,42750,10226,57500,23944,144,23,44,27,17,22,6,5
98541,86000US98541,Washington,Grays Harbor; Mason; Thurston,Elma; Malone; Porter; Satsop,49676,10120,66047,6118,26858,2388,0.024,0.015,47763,45037,67667,14840,53914,22278,41331,15459,4078,1007,1049,593,563,575,193,98
98542,86000US98542,Washington,Lewis,,63594,21874,67823,12645,23787,6518,0,0.15,-1,-1,-1,-1,92656,40003,-1,-1,215,29,41,55,39,46,5,0
98544,86000US98544,Washington,Lewis,,-1,-1,-1,-1,17173,2777,0,0.672,-1,-1,-1,-1,-1,-1,-1,-1,21,10,0,0,11,0,0,0
98546,86000US98546,Washington,Mason,Grapeview,70526,8570,88295,10601,36397,4865,0.022,0.018,86964,30075,49125,14603,103056,33773,56842,13662,1338,128,307,272,203,203,196,29
98547,86000US98547,Washington,Grays Harbor; Pacific,Grayland,37784,12233,55547,21039,28772,11257,0.021,0.035,-1,-1,-1,-1,32228,21629,40855,14225,753,254,267,89,106,21,0,16
98548,86000US98548,Washington,Mason,Hoodsport,43184,8793,51660,7450,27576,4278,0,0.031,-1,-1,113684,88187,44333,10360,35428,15284,1107,181,494,157,181,94,0,0
98550,86000US98550,Washington,Grays Harbor,Aberdeen; Hogans Corner; Hoquiam; Humptulips; Oyehut,47848,4266,61734,5610,27191,2478,0.02,0.011,-1,-1,54161,10914,55604,4002,35907,4267,4864,1315,1216,1017,623,463,135,95
98552,86000US98552,Washington,Grays Harbor,Humptulips; Neilton,43750,24670,63911,23452,25275,10136,0.082,0.078,-1,-1,65139,19957,46875,21260,33194,33175,183,78,23,52,6,0,9,15
98555,86000US98555,Washington,Mason,,-1,-1,41554,26574,27084,13109,0,0.157,-1,-1,-1,-1,-1,-1,55032,42372,204,108,0,81,0,0,15,0
98557,86000US98557,Washington,Grays Harbor; Mason; Thurston,McCleary,53750,7924,69024,6971,28270,2737,0.014,0.012,57115,24810,69130,15203,62083,18320,46908,9096,1356,224,393,248,192,201,79,19
98558,86000US98558,Washington,Pierce; Thurston,McKenna,-1,-1,-1,-1,26918,10284,0,0.311,-1,-1,-1,-1,-1,-1,-1,-1,90,0,31,0,59,0,0,0
98559,86000US98559,Washington,Grays Harbor,Malone,-1,-1,-1,-1,-1,-1,-0.01,-0.01,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
98560,86000US98560,Washington,Grays Harbor; Mason,,86058,1427,99617,26881,57260,11904,0,0.379,-1,-1,86683,866,-1,-1,55833,43731,66,0,12,7,29,0,18,0
98562,86000US98562,Washington,Grays Harbor,Moclips; Pacific Beach,-1,-1,-1,-1,-1,-1,0,0.449,-1,-1,-1,-1,-1,-1,-1,-1,47,0,47,0,0,0,0,0
98563,86000US98563,Washington,Grays Harbor; Mason,Aberdeen; Brady; Cosmopolis; Montesano,72137,11778,95866,16074,37428,6284,0.058,0.034,-1,-1,70565,18180,76949,13852,56555,27879,3045,289,818,467,591,526,177,177
98564,86000US98564,Washington,Lewis,Mossyrock,47024,13482,60968,8048,26971,3831,0.024,0.024,-1,-1,-1,-1,62772,30553,43839,14298,970,233,273,190,101,94,56,23
98565,86000US98565,Washington,Lewis,Napavine,54602,7873,64346,17780,19479,5006,0.018,0.027,87115,37772,54830,13260,-1,-1,40795,4420,283,81,27,80,50,24,16,5
98568,86000US98568,Washington,Grays Harbor; Lewis,Oakville,55028,5024,65370,7604,26999,2977,0.011,0.01,31250,18762,50114,12378,74167,26508,55152,17680,1013,226,225,189,177,108,77,11
98569,86000US98569,Washington,Grays Harbor,Ocean City; Ocean Shores,46999,7632,55395,6383,29471,3132,0.019,0.023,-1,-1,56038,18288,43657,9278,55758,14798,3317,682,1080,758,404,310,19,64
98570,86000US98570,Washington,Lewis; Thurston,Onalaska,61455,6966,73609,8383,27640,3136,0.015,0.017,-1,-1,59688,8756,78229,18115,52986,9376,1555,198,364,388,192,310,79,24
98571,86000US98571,Washington,Grays Harbor,Moclips; Pacific Beach,-1,-1,67752,78130,29326,26481,0.101,0.226,-1,-1,-1,-1,-1,-1,-1,-1,89,53,0,27,0,0,0,9
98572,86000US98572,Washington,Lewis; Pacific,Pe Ell,60921,7526,65408,8469,26352,4415,0,0.117,-1,-1,63375,7366,80333,33424,40750,7134,280,37,72,73,55,30,13,0
98575,86000US98575,Washington,Grays Harbor,Neilton,53472,19280,55677,12466,27608,5490,0,0.382,-1,-1,-1,-1,85781,20910,37917,15289,65,11,18,23,8,3,2,0
98576,86000US98576,Washington,Thurston,Rainier; Yelm,63238,7741,73139,7674,29291,2871,0.042,0.029,-1,-1,77250,21845,68750,16859,37356,14572,1996,471,361,345,296,368,71,84
98577,86000US98577,Washington,Grays Harbor; Pacific,Lebam; Raymond; South Bend; Willapa,53713,6630,63945,4992,25412,2076,0.007,0.008,-1,-1,70345,26351,59630,9650,42042,5596,2791,593,656,641,360,391,131,19
98579,86000US98579,Washington,Lewis; Thurston,Grand Mound; Rochester,72490,5824,79525,5794,29375,2484,0.027,0.014,-1,-1,75612,18427,90394,8679,49329,7799,4871,697,946,881,936,962,318,131
98580,86000US98580,Washington,Pierce; Thurston,Fort Lewis; McChord AFB; McKenna; Nisqually Indian Community; North Yelm; Roy; South Creek,64066,7076,82149,8810,31291,3646,0.049,0.02,-1,-1,56490,15815,75515,14143,56917,15275,4263,848,709,934,543,719,302,208
98581,86000US98581,Washington,Cowlitz; Lewis,Ryderwood,35945,10989,40967,9305,26095,4195,0,0.099,-1,-1,-1,-1,-1,-1,36494,11329,335,85,134,106,0,10,0,0
98582,86000US98582,Washington,Lewis,,-1,-1,46074,23366,24937,10156,0,0.292,-1,-1,-1,-1,105139,1673,-1,-1,98,43,21,0,17,17,0,0
98583,86000US98583,Washington,Grays Harbor,Satsop,41563,8187,50766,21114,22353,14510,0,0.385,-1,-1,37500,26228,120500,113352,40781,1745,64,6,42,3,3,10,0,0
98584,86000US98584,Washington,Mason; Thurston,Shelton; Skokomish,58193,3287,69891,3337,27213,1336,0.028,0.01,38210,23685,64052,7828,61907,8790,53898,5973,13696,2776,3055,2747,1881,2291,562,384
98585,86000US98585,Washington,Lewis,,68056,47889,62583,12109,32328,6931,0.014,0.023,-1,-1,81944,14440,72500,30305,23246,10078,430,137,51,68,137,20,11,6
98586,86000US98586,Washington,Pacific,South Bend,47396,10028,54582,7149,24295,3771,0,0.054,-1,-1,52500,24351,52000,13030,47000,11212,625,156,162,140,65,83,19,0
98587,86000US98587,Washington,Grays Harbor,Qui-nai-elt Village; Santiago; Taholah,34205,10271,46012,6176,15986,2116,0,0.136,-1,-1,41250,18114,37750,28094,31458,14379,239,87,57,41,25,27,2,0
98588,86000US98588,Washington,Mason,,-1,-1,82783,26469,47153,14802,0.07,0.074,-1,-1,-1,-1,67527,57849,38902,28090,892,315,141,77,106,116,75,62
98589,86000US98589,Washington,Thurston,Tenino,66438,12311,79640,6240,31020,2498,0.04,0.023,20500,2530,80089,12506,72500,13099,54265,18229,2909,606,522,479,421,555,211,115
98590,86000US98590,Washington,Pacific,Tokeland,44861,36438,69122,21255,28752,9762,0.109,0.146,-1,-1,-1,-1,66563,55182,-1,-1,129,31,34,21,3,26,0,14
98591,86000US98591,Washington,Lewis,Toledo,59345,10189,72931,8473,32270,2987,0.025,0.021,-1,-1,83229,26034,67000,13911,42246,3272,1505,265,349,335,225,196,97,38
98592,86000US98592,Washington,Mason,Union,61406,10249,63726,10981,27906,4157,0.029,0.047,-1,-1,-1,-1,-1,-1,61094,10093,780,107,174,262,162,28,24,23
98593,86000US98593,Washington,Lewis,Vader,43819,11014,47232,7407,15092,2506,0.005,0.009,-1,-1,58173,31325,36944,19015,45769,9978,395,135,95,94,40,22,7,2
98595,86000US98595,Washington,Grays Harbor,Cohassett Beach; Grayland; Westport,51013,10808,64180,10794,28100,4755,0.016,0.021,42778,25596,52232,6209,82847,46841,35603,13626,1095,264,260,235,118,151,49,18
98596,86000US98596,Washington,Lewis,Vader; Winlock,62456,6137,83105,14688,30115,6568,0.028,0.018,-1,-1,75375,18482,72981,13235,43405,8161,2739,454,680,503,437,502,85,78
98597,86000US98597,Washington,Lewis; Pierce; Thurston,La Grande; McKenna; North Yelm; Yelm,70629,6580,77659,3824,28137,1340,0.035,0.016,53938,10542,72654,16606,88333,4461,53513,9080,8507,1194,1721,1634,1818,1319,522,299
98601,86000US98601,Washington,Clark; Cowlitz,Amboy,82337,16995,82438,10822,24452,3606,0.031,0.024,-1,-1,92778,6974,93958,23207,43594,14073,1088,194,157,138,220,265,80,34
98602,86000US98602,Washington,Klickitat,,38924,4620,39682,3702,17998,10191,0,0.346,-1,-1,-1,-1,-1,-1,39271,7833,77,0,68,9,0,0,0,0
98603,86000US98603,Washington,Cowlitz,,67772,24047,71591,14787,30649,5696,0.024,0.038,-1,-1,-1,-1,85577,24536,53269,14316,503,74,91,153,75,50,48,12
98604,86000US98604,Washington,Clark,Battle Ground; Cherry Grove; Dollars Corner; Lewisville; Meadow Glade; Venersborg,85117,4716,100815,3948,33923,1369,0.074,0.014,77303,4652,93563,5261,96477,7654,60732,6972,12310,1216,1942,2150,1941,2950,1205,906
98605,86000US98605,Oregon; Washington,Hood River; Klickitat; Skamania,Bingen; White Salmon,67667,21898,68089,8141,27265,3611,0.004,0.006,-1,-1,76250,39551,72891,17338,41563,12116,454,78,106,83,87,81,17,2
98606,86000US98606,Washington,Clark,Battle Ground; Brush Prairie; Hockinson; Venersborg,103295,5835,127600,10956,43830,3781,0.125,0.029,-1,-1,103299,15252,117578,13564,76385,7370,3053,246,271,458,489,821,387,381
98607,86000US98607,Washington,Clark,Camas; Fern Prairie; Vancouver; Washougal,108321,4544,133858,6544,47150,2482,0.175,0.02,-1,-1,121985,7847,120982,16203,70380,5022,11294,815,1429,1601,1365,2396,1717,1971
98610,86000US98610,Washington,Skamania,Carson,56179,18425,66283,7148,24606,2634,0.013,0.019,-1,-1,56979,51944,75978,18757,33654,14619,1255,332,254,123,177,319,34,16
98611,86000US98611,Washington,Cowlitz,Castle Rock,66161,6022,76517,5643,28993,2054,0.028,0.019,43594,3422,72365,18483,79583,24669,49333,2921,3509,523,713,796,532,609,238,98
98612,86000US98612,Washington,Wahkiakum,Cathlamet; East Cathlamet; Lower Elochoman; Puget Island; Skamokawa Valley; Upper Elochoman,54189,7196,69971,8266,29447,4059,0.045,0.038,-1,-1,63403,12779,69423,35135,41921,9825,1254,199,337,309,88,228,37,56
98613,86000US98613,Washington,Klickitat,Centerville,65833,18754,69726,10587,28448,4792,0.019,0.029,-1,-1,88438,29746,56250,30218,52500,11787,158,24,25,47,29,25,5,3
98614,86000US98614,Washington,Pacific,Chinook,40972,30012,39844,17867,22849,11136,0,0.321,-1,-1,-1,-1,40625,34757,-1,-1,86,29,36,10,11,0,0,0
98616,86000US98616,Washington,Cowlitz; Skamania,,85227,58124,72820,19326,31941,6673,0,0.435,-1,-1,-1,-1,-1,-1,-1,-1,50,0,19,5,11,15,0,0
98617,86000US98617,Washington,Klickitat,Dallesport,54871,40416,73368,17084,26041,8550,0,0.069,-1,-1,-1,-1,85917,34811,-1,-1,492,95,74,101,83,99,40,0
98619,86000US98619,Washington,Klickitat,Glenwood,52500,14642,71495,18370,34054,14236,0.026,0.029,-1,-1,66250,40879,66458,16339,43000,16929,232,39,75,59,18,31,4,6
98620,86000US98620,Washington,Klickitat,Goldendale; Maryhill,42417,18335,62679,13933,26527,6126,0.03,0.029,-1,-1,63036,15134,32113,12816,50560,24754,3217,929,750,590,472,232,147,97
98621,86000US98621,Washington,Pacific; Wahkiakum,Grays River; Rosburg,65714,21954,97144,52232,47392,27778,0.152,0.212,-1,-1,-1,-1,-1,-1,-1,-1,138,11,39,35,15,11,6,21
98624,86000US98624,Washington,Pacific,Chinook; Ilwaco,45304,10623,66910,11291,28194,4376,0.028,0.026,-1,-1,47365,47328,-1,-1,33413,8037,637,152,215,70,18,98,66,18
98625,86000US98625,Washington,Cowlitz,Kalama,76809,8791,96579,10061,38563,3904,0.092,0.043,-1,-1,84792,16735,95625,13254,59107,15490,2658,367,480,414,457,383,312,245
98626,86000US98626,Washington,Cowlitz,Castle Rock; Kalama; Kelso; Longview; West Side Highway,53966,3886,68275,4151,26542,1597,0.032,0.014,44286,28457,56276,8147,64190,10604,39375,14046,9391,1936,2486,1807,1279,1187,394,302
98628,86000US98628,Washington,Klickitat,Klickitat,35850,5103,45948,11146,23625,5283,0,0.226,-1,-1,28542,17908,36154,9728,48571,29814,135,44,51,4,23,13,0,0
98629,86000US98629,Washington,Clark,La Center,97865,4345,113956,10537,38895,3322,0.095,0.03,-1,-1,100625,4861,112917,20974,78889,21310,3113,162,490,467,534,757,408,295
98631,86000US98631,Washington,Pacific,Long Beach,36650,10685,50554,5807,25457,2513,0.017,0.019,-1,-1,-1,-1,48567,8905,33219,6386,1601,535,462,207,218,102,50,27
98632,86000US98632,Washington,Cowlitz; Wahkiakum,Kelso; Longview; Longview Heights; West Side Highway,47774,2764,67514,4444,28481,1845,0.032,0.009,36354,5229,58913,8041,54565,6894,37074,3573,20963,5451,5359,3571,2708,2334,860,680
98635,86000US98635,Washington,Klickitat,Dallesport; Klickitat; Lyle,53929,17138,65361,11277,30415,6448,0,0.045,-1,-1,109038,45049,49722,36654,46071,13107,762,181,163,141,150,47,80,0
98638,86000US98638,Washington,Pacific; Wahkiakum,Deep River; Grays River; Naselle; Rosburg,57426,24618,83440,17048,33736,6896,0.024,0.026,-1,-1,92917,26538,90859,44055,39231,10103,551,89,147,66,72,140,24,13
98639,86000US98639,Washington,Skamania,North Bonneville,63846,7019,66817,8527,30373,3502,0.012,0.017,-1,-1,-1,-1,73875,18963,37188,22389,426,93,65,112,67,65,19,5
98640,86000US98640,Washington,Pacific,Ocean Park,44398,6130,56992,9000,27991,4208,0.027,0.027,-1,-1,48433,14995,55685,9557,39324,6133,2200,709,592,307,273,232,28,59
98641,86000US98641,Washington,Pacific,,-1,-1,-1,-1,-1,-1,0,0.928,-1,-1,-1,-1,-1,-1,-1,-1,11,0,0,0,0,0,11,0
98642,86000US98642,Washington,Clark,Dollars Corner; Duluth; La Center; Mount Vista; Ridgefield,98911,5819,122410,9209,43234,3209,0.129,0.023,45542,10602,104484,10319,110725,6021,75685,15650,6990,343,1080,960,1156,1788,758,905
98643,86000US98643,Washington,Wahkiakum,Altoona; Deep River; Grays River; Rosburg; Skamokawa Valley,69000,37923,72357,14804,27636,4993,0,0.166,-1,-1,93333,31768,118200,20731,27083,20085,192,43,36,21,19,73,0,0
98644,86000US98644,Washington,Pacific,,43289,34653,52118,14622,22787,6576,0,0.152,-1,-1,60781,5835,21771,9891,-1,-1,212,52,67,43,41,0,9,0
98645,86000US98645,Washington,Cowlitz,,64038,30046,78389,14898,29652,5387,0.021,0.034,-1,-1,94013,22130,84145,26986,30000,22084,560,68,136,92,115,98,39,12
98647,86000US98647,Washington,Wahkiakum,Grays River; Skamokawa Valley,-1,-1,53608,22945,28157,9799,0.065,0.094,-1,-1,-1,-1,-1,-1,-1,-1,186,86,26,23,25,14,0,12
98648,86000US98648,Oregon; Washington,Hood River; Skamania,Carson; North Bonneville; Stevenson,60357,5537,70946,5147,29857,2381,0.015,0.011,-1,-1,55078,42194,83375,12415,58086,8544,1300,261,268,257,159,264,71,20
98649,86000US98649,Washington,Cowlitz; Lewis,,53160,5737,64915,12463,24421,5346,0.003,0.016,-1,-1,-1,-1,79286,68452,31750,21958,347,82,78,78,24,66,18,1
98650,86000US98650,Washington,Klickitat,Trout Lake,65000,10098,83026,12989,33214,6049,0.069,0.072,-1,-1,62857,21959,90000,39813,63421,7188,360,40,56,113,49,60,17,25
98651,86000US98651,Oregon; Washington,Hood River; Skamania,Hood River,65250,11056,93787,16081,45836,7501,0.088,0.055,-1,-1,95556,63748,61324,28915,68220,7568,387,48,66,117,18,79,25,34
98660,86000US98660,Washington,Clark,Vancouver,47823,3947,70249,5712,32366,2627,0.031,0.012,37063,10267,63710,11253,56292,11462,22986,4361,5591,1610,1290,862,694,548,415,172
98661,86000US98661,Washington,Clark,Minnehaha; Vancouver,58654,1809,77847,3695,30955,1483,0.042,0.012,43556,11043,60409,4195,67136,5060,47641,3651,18797,3592,4226,3923,2620,2795,849,792
98662,86000US98662,Washington,Clark,Barberton; Brush Prairie; Five Corners; Orchards; Vancouver,62877,4249,78309,4272,29743,1469,0.036,0.009,41359,14173,71455,6191,74695,7156,42543,5827,12362,1965,2857,2526,1582,2269,717,446
98663,86000US98663,Washington,Clark,Hazel Dell; Vancouver,62020,5262,80493,6695,34792,2760,0.037,0.012,87868,40687,68248,4401,69692,11177,44191,3652,6130,985,1412,1292,969,890,358,224
98664,86000US98664,Washington,Clark,Vancouver,66701,2264,89678,5929,36024,2476,0.07,0.016,63618,27937,69743,7911,78445,13331,45750,7438,9188,1226,1947,2054,1106,1772,443,640
98665,86000US98665,Washington,Clark,Five Corners; Hazel Dell; Lake Shore; Salmon Creek; Vancouver,64566,2608,85029,6732,32735,2678,0.039,0.012,41821,12604,68008,5603,78371,10651,44651,5925,10061,1474,2304,2049,1376,1782,679,397
98670,86000US98670,Washington,Klickitat,,18750,11348,38773,29690,20841,16580,0,0.656,-1,-1,-1,-1,-1,-1,12000,6023,22,14,4,0,0,4,0,0
98671,86000US98671,Oregon; Washington,Clark; Multnomah; Skamania,Camas; Fern Prairie; Washougal,89695,4648,113153,7351,42506,2977,0.109,0.019,23804,18647,97632,5224,97364,9335,60938,7039,8600,931,1232,1237,1660,1797,809,934
98672,86000US98672,Washington,Klickitat; Skamania,Bingen; White Salmon,65549,6738,86616,11902,34481,4337,0.072,0.042,-1,-1,104516,23776,67157,6807,39331,4255,2804,386,787,502,278,459,189,203
98673,86000US98673,Washington,Klickitat,Wishram,31667,10316,48125,10125,18892,5014,0,0.153,-1,-1,43750,29511,29615,10118,32500,13688,210,73,72,21,19,15,10,0
98674,86000US98674,Washington,Clark; Cowlitz,Woodland,71532,6866,83497,5772,30428,2087,0.048,0.019,70294,49031,83651,8945,85250,14477,50326,6093,4659,651,976,787,833,800,388,224
98675,86000US98675,Washington,Clark; Skamania,Amboy; Yacolt,75972,9801,104424,14124,32198,3474,0.069,0.032,69821,28059,91964,11135,86691,20801,54419,7119,2116,236,363,452,275,408,235,147
98682,86000US98682,Washington,Clark,Brush Prairie; Camas; Hockinson; Orchards; Vancouver,75634,3265,88902,2828,31019,1059,0.051,0.009,46042,6264,83080,4730,83949,6075,60208,5540,20854,2410,3706,4225,3826,4016,1602,1069
98683,86000US98683,Washington,Clark,Vancouver,70099,4055,90777,4557,38042,1865,0.068,0.013,57628,4240,78046,5024,95687,8493,52154,6069,13759,1709,3070,2519,2069,2630,821,941
98684,86000US98684,Washington,Clark,Vancouver,66781,4019,84496,4285,31820,1811,0.053,0.015,67788,26989,76433,5895,72161,10528,56473,5204,10891,1121,2469,2496,1548,1963,722,572
98685,86000US98685,Washington,Clark,Felida; Lake Shore; Salmon Creek,103120,3818,121834,7164,44341,2551,0.145,0.023,-1,-1,120708,15183,112120,7719,67946,12046,10760,940,1461,1492,1236,2708,1367,1556
98686,86000US98686,Washington,Clark,Barberton; Mount Vista; Salmon Creek,86382,8064,100449,4826,39115,2078,0.061,0.015,52202,13350,100148,7174,101630,6513,54872,9771,7912,777,1364,1204,1280,1926,877,484
98801,86000US98801,Washington,Chelan,South Wenatchee; Sunnyslope; Wenatchee,58670,2706,80864,4718,31161,1823,0.053,0.01,46558,19107,60791,5211,73887,6060,42977,6347,15998,3011,3903,3176,1973,2173,915,847
98802,86000US98802,Washington,Douglas,East Wenatchee; Rock Island,68363,2991,89546,9386,32979,3292,0.051,0.016,50548,11252,68669,3669,73472,8282,60798,10195,11442,1389,2711,2305,1938,1688,829,582
98811,86000US98811,Washington,Chelan,,86324,22124,87689,13423,37505,5559,0,0.385,-1,-1,-1,-1,100208,28022,-1,-1,64,0,0,23,17,24,0,0
98812,86000US98812,Washington,Douglas; Okanogan,Brewster; Pateros,48790,4563,54457,6367,18761,2300,0.019,0.022,-1,-1,43443,7376,63866,3661,42037,13021,1711,486,415,478,128,157,15,32
98813,86000US98813,Washington,Douglas; Okanogan,Bridgeport,46209,4118,51378,5289,15182,2022,0.009,0.013,52188,15474,41964,6993,51667,12188,34500,29129,817,157,291,226,90,46,0,7
98814,86000US98814,Washington,Okanogan,,54495,9259,56607,12455,29909,7449,0.026,0.042,-1,-1,-1,-1,57083,16775,52895,13323,427,74,98,168,76,0,0,11
98815,86000US98815,Washington,Chelan,Cashmere,62526,5648,79463,9441,28440,3349,0.031,0.021,-1,-1,65980,11486,64448,13802,49375,15798,2646,452,633,549,301,381,249,81
98816,86000US98816,Washington,Chelan; Douglas,Chelan,55357,6570,74723,10667,30951,5110,0.055,0.034,2499,-1,53730,5154,72885,38251,48571,22822,2344,430,526,638,122,379,120,129
98817,86000US98817,Washington,Chelan,Chelan Falls,-1,-1,58383,39358,27786,19964,0,0.319,-1,-1,-1,-1,-1,-1,-1,-1,87,0,41,19,27,0,0,0
98819,86000US98819,Washington,Okanogan,Conconully,38750,26553,46778,8900,31342,6297,0,0.241,-1,-1,-1,-1,51500,19825,36250,25085,125,46,21,33,16,8,1,0
98821,86000US98821,Washington,Chelan,,-1,-1,95708,49138,33838,10104,0,0.297,-1,-1,-1,-1,-1,-1,-1,-1,96,0,40,0,0,31,25,0
98822,86000US98822,Washington,Chelan,Entiat,56006,10438,67222,8775,27930,3797,0.043,0.042,-1,-1,66850,7815,62727,13819,41250,8123,749,190,161,148,89,84,45,32
98823,86000US98823,Washington,Douglas; Grant,Ephrata,62795,9936,79315,10923,29105,4183,0.038,0.022,42125,3991,71588,14000,75096,15891,40309,5125,3959,673,910,793,570,686,178,149
98824,86000US98824,Washington,Grant,George,43875,9685,55267,15526,13864,4688,0.02,0.038,-1,-1,45000,10397,56250,23756,-1,-1,101,17,44,22,7,7,2,2
